product_name,product_name_da,brands,categories_tags,main_category,main_category_en,labels_tags,languages_tags,countries_tags,lc,ecoscore_grade,environmental_score_grade,ecoscore_score
Pieni Välipalakeksi Vadelma,<NA>,Elovena,,,,,<na>,en:denmark,<na>,,unknown,
Guldkorn,<NA>,Conaxess Trade,"da:guldkorn,da:morgenmadsprodukter",da:morgenmadsprodukter,da:morgenmadsprodukter,,<na>,en:denmark,<na>,,unknown,
Salmiakki,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolates,en:candies",en:candies,Candies,,<na>,"en:denmark,en:finland,en:germany",<na>,,c,
Salmiakki,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:liquorice-candies",en:liquorice-candies,Liquorice candies,"en:vegetarian,en:vegan",<na>,"en:denmark,en:france",<na>,,b,
soft Licorice SALTY CARAMEL,<NA>,Panda,,,,,<na>,en:denmark,<na>,,unknown,
Paksu Pepe XXL Original,<NA>,Panda,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:liquorice-candies",en:liquorice-candies,Liquorice candies,"en:eac,en:made-in-finland,fi:pyr,fi:🚮",<na>,"en:denmark,en:estonia,en:finland,en:germany,en:italy,en:norway,en:russia,en:spain,en:sweden,en:united-kingdom",<na>,,c,
Filled Licorice,<NA>,Panda,,,,,<na>,en:denmark,<na>,,unknown,
Blossa Glögg,<NA>,Anora,"en:beverages-and-beverages-preparations,en:beverages,en:alcoholic-beverages,en:wine-based-drinks,da:glühwein,da:glögg",da:glögg,da:glögg,,<na>,en:denmark,<na>,,d,
Explorers Bubble Yogurt,<NA>,Arla,,,,en:no-lactose,<na>,en:denmark,<na>,,unknown,
Apple Lite,<NA>,Somersby,,,,,<na>,en:denmark,<na>,,unknown,
Karlfazer Salty Toffee Crunch,<NA>,Fazer,,,,,<na>,en:denmark,<na>,,unknown,
Pure Dark 70% Cocoa Coffee & Cardamon,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:dark-chocolates-with-coffee,fr:chocolats-au-cafe",fr:chocolats-au-cafe,fr:chocolats-au-cafe,"en:eac,en:green-dot",<na>,"en:denmark,en:finland,en:france",<na>,,d,
Pure Dark 70% Cocoa Finest Dark Chocolate,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",en:dark-chocolates,Dark chocolates,en:eac,<na>,"en:denmark,en:finland",<na>,,e,
Pure Dark - Twist of Mint,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:chocolates,en:dark-chocolates",en:dark-chocolates,Dark chocolates,"en:vegetarian,en:vegan,en:eac,en:green-dot",<na>,"en:denmark,en:finland",<na>,,e,
Lemon squeezy 70% dark,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",en:dark-chocolates,Dark chocolates,"en:eac,en:green-dot",<na>,"en:denmark,en:finland",<na>,,e,
Geisha Chocolate Pralines (Various),<NA>,Fazer,,,,,<na>,en:denmark,<na>,,unknown,
Tyrkisk Peber Hot Rings,<NA>,Frazer,,,,,<na>,en:denmark,<na>,,unknown,
Skolekridt,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies",en:candies,Candies,,<na>,en:denmark,<na>,,d,
Turkish Peber,<NA>,Fazer,,,,"en:vegetarian,en:vegan",<na>,en:denmark,<na>,,unknown,
Remix Duo,<NA>,Fazer,,,,,<na>,en:denmark,<na>,,unknown,
Dumle,<NA>,Fazer,,,,,<na>,en:denmark,<na>,,unknown,
liqueur fills,<NA>,Fazer,,,,,<na>,en:denmark,<na>,,unknown,
Fazer Geisha 295G,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons",en:bonbons,Bonbons,"en:sustainable-farming,en:eac,en:green-dot",<na>,"en:denmark,en:france",<na>,,unknown,
Fasupala Original,<NA>,Fazer,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:bars,en:biscuits-and-cakes,en:chocolate-candies,en:biscuits,en:chocolate-biscuits,en:wafers,en:bars-covered-with-chocolate,en:stuffed-wafers,en:chocolate-biscuity-bars",en:chocolate-biscuity-bars,Chocolate biscuity bars,en:avainlippu,<na>,"en:denmark,en:estonia,en:finland,en:norway,en:sweden",<na>,,d,
Dumle Crunchy Protein Mint,<NA>,Fazer,,,,,<na>,en:denmark,<na>,,unknown,
Dumle Corn Cakes,<NA>,Fazer,,,,,<na>,en:denmark,<na>,,unknown,
Vadelma makuinen täysjyvämuro,<NA>,Fazer,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals",en:breakfast-cereals,Breakfast cereals,,<na>,en:denmark,<na>,,e,
Karpalotäysmehu,<NA>,Kaskein,,,,,<na>,en:denmark,<na>,,unknown,
Whey Protein Powder With Mint Chocolate,<NA>,Puls Nutrition,,,,,<na>,en:denmark,<na>,,unknown,
Kurpitsan-siemen,<NA>,Capsi,,,,,<na>,en:denmark,<na>,,unknown,
Premium Maitosuklaa,<NA>,"Fazer, Pingviini","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-cones",en:ice-cream-cones,Ice cream cones,fi:valmistettu-suomessa,<na>,"en:denmark,en:finland,en:norway,en:sweden",<na>,,b,
Veggie Pølse,<NA>,Muu,,,,,<na>,en:denmark,<na>,,unknown,
Luomu-munia,<NA>,Kulta muna,"en:farming-products,en:eggs",en:eggs,Eggs,,<na>,en:denmark,<na>,,d,
Kalkun Bacon,<NA>,Den Grønne Slagter,,,,,<na>,en:denmark,<na>,,unknown,
Chili dip,<NA>,Chili Klaus,"en:condiments,en:sauces,en:dips,en:groceries",en:groceries,Groceries,,<na>,en:denmark,<na>,,unknown,
Vegansk Pølse Baseret På Ærteprotein,<NA>,Spir,,,,,<na>,en:denmark,<na>,,unknown,
Hotdog,<NA>,Shuanghui,,,,,<na>,en:denmark,<na>,,unknown,
Marinated Eggs,<NA>,Goosun,,,,,<na>,en:denmark,<na>,,unknown,
Spiced broad bean,<NA>,"Chongqing Yuxiong Food Co., Ltd.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:broad-beans,en:dried-broad-beans",en:dried-broad-beans,Dried broad beans,,<na>,en:denmark,<na>,,b,
Лапша Гречневая,<NA>,Yitian,,,,,<na>,en:denmark,<na>,,unknown,
Vermicelli,<NA>,Longkou,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles,en:rice-vermicelli",en:rice-vermicelli,Rice vermicelli,,<na>,en:denmark,<na>,,unknown,
Grilled Gluten Spicy,<NA>,Shimoxiaozhen,,,,,<na>,en:denmark,<na>,,unknown,
Thé vert de chine,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Sardiner,<NA>,John West,,,,,<na>,en:denmark,<na>,,unknown,
Protein Skyr Blueberries,<NA>,Stay Strong,,,,,<na>,en:denmark,<na>,,unknown,
Hakkede tomater,<NA>,REMA 1000,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetable-based-foods-and-beverages,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:tomatoes-and-their-products,en:canned-tomato-products,en:tomato-pulps,en:canned-tomato-pulp",en:canned-tomato-pulp,Canned tomato pulp,en:keyhole,<na>,en:denmark,<na>,,a-plus,
Kikerter i lake,<NA>,Rema 1000,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:canned-foods,en:legumes,en:seeds,en:canned-plant-based-foods,en:legume-seeds,en:pulses,en:chickpeas,en:canned-legumes,en:canned-chickpeas,nb:kikerter",nb:kikerter,nb:kikerter,,<na>,"en:denmark,en:norway",<na>,,a,
Cashew Nøtter Salt & Pepper,<NA>,Rema,,,,,<na>,en:denmark,<na>,,unknown,
Bønnemiks,<NA>,Kolonihagen,"en:beans,nb:bønner",nb:bønner,nb:bønner,"en:organic,en:eu-organic,en:green-dot,en:it-bio-009,nb:nøkkelhull",<na>,"en:denmark,en:norway",<na>,,unknown,
Sorte bønner,<NA>,Kolonihagen,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:canned-foods,en:legumes,en:seeds,en:canned-plant-based-foods,en:legume-seeds,en:pulses,en:common-beans,en:canned-legumes,en:black-beans,en:canned-common-beans,nb:bønner,nb:sorte-bønner",nb:sorte-bønner,nb:sorte-bønner,"en:organic,en:eu-organic,en:debio-organic,en:green-dot,en:it-bio-009,en:keyhole",<na>,"en:denmark,en:germany,en:norway",<na>,,a-plus,
Pinsa,<NA>,Rema 1000,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:pinsa-breads",en:pinsa-breads,Pinsa breads,en:green-dot,<na>,en:denmark,<na>,,unknown,
Kyllingbryst,<NA>,Fjordland,,,,,<na>,en:denmark,<na>,,unknown,
Bamsemums,<NA>,Nidar,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:marshmallows-coated-with-chocolate",en:marshmallows-coated-with-chocolate,Marshmallows coated with chocolate,"en:sustainable-farming,en:utz-certified",<na>,"en:denmark,en:france",<na>,,unknown,
Supreme Burgers,<NA>,Naturli',,,,,<na>,en:denmark,<na>,,unknown,
Tryffel,<NA>,Gårdchips,,,,,<na>,en:denmark,<na>,,unknown,
Japp,<NA>,"Marabou, Mondelez","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:bars,en:chocolate-candies,en:bars-covered-with-chocolate,en:caramel-chocolate-bars",en:caramel-chocolate-bars,Caramel chocolate bars,"en:cocoa-life,en:green-dot",<na>,"en:denmark,en:finland,en:france,en:sweden",<na>,,unknown,
Snack Rolls Sweet Tomato,<NA>,REMA 1000,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips",en:corn-chips,Corn chips,,<na>,en:denmark,<na>,,b,
Earl Grey Te,<NA>,REMA 1000,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas",en:teas,Teas,"en:fair-trade,en:green-dot",<na>,"en:denmark,en:norway",<na>,,a,
Smoothie ananas & Mango,<NA>,Bama dagligvare lagerført,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies",en:smoothies,Smoothies,en:no-gluten,<na>,"en:denmark,en:france",<na>,,d,
Nøtti Frutti Original,<NA>,Den Lille Nøttefabrikken,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:sweet-snacks,en:confectioneries,en:nuts-and-their-products,en:nuts,en:nut-confectioneries",en:nut-confectioneries,Nut confectioneries,"en:vegetarian,en:vegan,en:green-dot",<na>,"en:denmark,en:norway,en:sweden",<na>,,unknown,
Slices Protein Cheese,<NA>,Protein Lab,,,,,<na>,en:denmark,<na>,,unknown,
Protein Greek Yoghurt,<NA>,Protein Lab,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",en:yogurts,Yogurts,,<na>,en:denmark,<na>,,b,
Nico,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Balancid novum,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Kaliumklorid,<NA>,Orifarm,,,,,<na>,en:denmark,<na>,,unknown,
Sukker,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Spansk Chorizo,<NA>,Taga,,,,,<na>,en:denmark,<na>,,unknown,
Spansk Salami,<NA>,Hola,,,,,<na>,en:denmark,<na>,,unknown,
Tran Citron,<NA>,Möllers,,,,,<na>,en:denmark,<na>,,unknown,
Möllers Tran Omega 3 Oil,<NA>,Möllers Tran,,,,,<na>,en:denmark,<na>,,unknown,
Spejepølse Med Bjørnekjøtt,<NA>,Vilteksperten,,,,,<na>,en:denmark,<na>,,unknown,
Urter og havsalt knækbrød,<NA>,Sigdal,,,,,<na>,en:denmark,<na>,,unknown,
Knækbrød,<NA>,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",en:breads,Breads,,<na>,en:denmark,<na>,,unknown,
GLUTENFRI SOLSIKKEKERNER & QUINOA Knækbrød,<NA>,SIGDAL BAKER I,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",en:crispbreads,Crispbreads,"en:no-gluten,en:vegetarian,en:vegan,en:oats-no-014-002",<na>,en:denmark,<na>,,unknown,
Sigdal Knækbrød Frokost,<NA>,Sigdal,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",en:crispbreads,Crispbreads,,<na>,en:denmark,<na>,,unknown,
Store Brioche Hamburgerbrød,<NA>,United Bakeries,,,,,<na>,en:denmark,<na>,,unknown,
Knækbrød Fuldkorn & Spelt Øko,<NA>,Sigdal Bageri,,,,,<na>,en:denmark,<na>,,unknown,
Crackers,<NA>,Sigdal,,,,en:non-eu-agriculture,<na>,en:denmark,<na>,,unknown,
Pebersauce,<NA>,Stange,,,,,<na>,en:denmark,<na>,,unknown,
Dried Peach,<NA>,"Sunshine Delights, Sunshine Valley","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:dried-fruits,en:dried-peaches",en:dried-peaches,Dried peaches,en:green-dot,<na>,"en:denmark,en:finland,en:germany,en:norway,en:sweden",<na>,,f,
Dried pineapple,<NA>,Sunshine delights,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:dried-pineapple",en:dried-pineapple,Dried pineapple,,<na>,en:denmark,<na>,,unknown,
Tropical Storm,<NA>,Sunshine Delights,,,,,<na>,en:denmark,<na>,,unknown,
Caramel Carrie,<NA>,A Date With,"en:snacks,en:sweet-snacks,en:confectioneries",en:confectioneries,Confectioneries,,<na>,en:denmark,<na>,,unknown,
Zesty & Spice Chilli Mango,<NA>,Sunshine delights,,,,,<na>,en:denmark,<na>,,unknown,
Curly fries krydrede,<NA>,Salling,"en:frozen-foods,en:frozen-fried-potatoes",en:frozen-fried-potatoes,Frozen fried potatoes,,<na>,en:denmark,<na>,,a,
maizena,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Kims Jørgens Favorit Mix,<NA>,KIMs,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",en:potato-crisps,Potato crisps,,<na>,en:denmark,<na>,,b,
Kims,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Crispy Cornflake Breadcrumbs,<NA>,B&D,,,,,<na>,en:denmark,<na>,,unknown,
Svensk Falukorv Ekologisk,<NA>,Scan,"en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:lightly-smoked-bologna-sausage,sv:falukorv",sv:falukorv,sv:falukorv,"en:organic,en:eu-organic,en:se-eko-08",<na>,"en:denmark,en:sweden",<na>,,unknown,
Chorizo cayenne & paprika,<NA>,Scan,"en:meats-and-their-products,en:prepared-meats,en:cured-sausages,en:chorizo",en:chorizo,Chorizo,,<na>,en:denmark,<na>,,e,
Stekta Wokstrimlor,<NA>,Kronfågel,,,,,<na>,en:denmark,<na>,,unknown,
Wasa Rugsprød,<NA>,Wasa,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",en:crispbreads,Crispbreads,en:keyhole,<na>,"en:denmark,en:france,en:norway",<na>,,unknown,
Sesam,<NA>,Wasa,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:breads,en:crispbreads",en:crispbreads,Crispbreads,en:green-dot,<na>,"en:bolivia,en:bosnia-and-herzegovina,en:croatia,en:denmark,en:france,en:germany,en:hungary,en:montenegro,en:slovenia,en:spain,en:sweden,en:turkey",<na>,,unknown,
Wasa Runda Kanel 330 G,<NA>,Wasa,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,en:breads",en:breads,Breads,,<na>,"en:belgium,en:denmark,en:france,en:germany,en:sweden",<na>,,c,
Wasa Sport Groft 275 G,<NA>,Wasa,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",en:crispbreads,Crispbreads,,<na>,"en:denmark,en:france",<na>,,unknown,
Wasa,<NA>,"Rågi,Wasa","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads,en:crispbreads-wholemeal,da:knækbrød",da:knækbrød,da:knækbrød,en:keyhole,<na>,en:denmark,<na>,,unknown,
Husman Fullkornsknekkebrød,<NA>,Wasa,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads,en:crispbreads-wholemeal,nb:knekkebrød",nb:knekkebrød,nb:knekkebrød,"en:green-dot,en:keyhole",<na>,"en:denmark,en:finland,en:france,en:norway,en:sweden",<na>,,unknown,
Surdej Flerkorn,<NA>,BARILLA NORGE AS,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",en:crispbreads,Crispbreads,,<na>,"en:denmark,en:france,en:sweden",<na>,,unknown,
Sesam & Havsalt,<NA>,Barilla norge,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads,da:knækbrød",da:knækbrød,da:knækbrød,,<na>,"en:denmark,en:france,en:norway,en:sweden",<na>,,unknown,
Wasa Eko krispig råg,<NA>,BARILLA NORGE AS,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",en:crispbreads,Crispbreads,en:no-gluten,<na>,"en:denmark,en:france",<na>,,unknown,
Sesam & Havssalt,<NA>,Wasa,,,,,<na>,en:denmark,<na>,,unknown,
PLOPP,<NA>,Cloetta,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:bars,en:chocolate-candies,en:chocolates,en:milk-chocolates,en:bars-covered-with-chocolate,en:caramel-chocolate-bars",en:caramel-chocolate-bars,Caramel chocolate bars,,<na>,"en:denmark,en:sweden",<na>,,e,
Center,<NA>,Cloetta,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates",en:chocolates,Chocolates,,<na>,en:denmark,<na>,,unknown,
Bridge,<NA>,Cloetta,,,,,<na>,en:denmark,<na>,,unknown,
Fliooer,<NA>,Cloetta,,,,,<na>,en:denmark,<na>,,unknown,
Ice Cappuccino Vanilla,<NA>,Löfbergs,,,,,<na>,en:denmark,<na>,,unknown,
Dansk vand med citrus,<NA>,Ramløse,,,,,<na>,en:denmark,<na>,,unknown,
Defender IPA,<NA>,Brooklyn Brewery,"en:beverages-and-beverages-preparations,en:beverages,en:alcoholic-beverages,en:beers,en:ales,en:lagers,en:pale-ales,ca:cervesa-ipa",ca:cervesa-ipa,India Pale Ale (IPA),"en:not-advised-for-specific-people,en:not-advised-for-pregnant-women,fr:triman,fr:18",<na>,"en:denmark,en:finland,en:france,en:ireland,en:italy,en:netherlands,en:norway,en:poland,en:russia,en:spain,en:sweden,en:switzerland,en:united-kingdom",<na>,,c,
Ramlösa Citrus,<NA>,Carlsberg A/S,"en:beverages-and-beverages-preparations,en:beverages,en:carbonated-drinks,en:waters,en:spring-waters,en:carbonated-waters,en:mineral-waters,en:carbonated-mineral-waters",en:carbonated-mineral-waters,Carbonated mineral waters,,<na>,en:denmark,<na>,,not-applicable,
Rämlösa orginal med brus,<NA>,Rämlösa,,,,,<na>,en:denmark,<na>,,unknown,
Carlsberg Pilsner,<NA>,Carlsberg,"en:beverages-and-beverages-preparations,en:beverages,en:alcoholic-beverages,en:beers",en:beers,Beers,,<na>,"en:denmark,en:norway,en:sweden",<na>,,c,
Jordbær marmelade,<NA>,Den gamle fabrik,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams",en:jams,Jams,,<na>,en:denmark,<na>,,b,
Vanilj Snurror,<NA>,Semper,,,,en:no-gluten,<na>,en:denmark,<na>,,unknown,
Gluten-Free Linguine Pasta,<NA>,Arvid nordquist,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:specific-products,en:pastas,en:products-for-specific-diets,en:products-without-gluten,en:gluten-free-pasta,en:linguine",en:linguine,Linguine,"en:no-gluten,en:organic,en:eu-organic,en:it-bio-009",<na>,"en:denmark,en:finland,en:ireland,en:netherlands,en:norway,en:sweden,en:united-kingdom",<na>,,unknown,
Llama Puffs Pizza,<NA>,Organix Kids,,,,,<na>,en:denmark,<na>,,unknown,
Tropisk Smoothie,<NA>,Semper,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies",en:smoothies,Smoothies,en:no-gluten,<na>,"en:denmark,en:lithuania",<na>,,d,
Compote pomme-fraise,<NA>,Bonaventura sales,,,,en:no-gluten,<na>,"en:denmark,en:france",<na>,,unknown,
Smoothie YOGO,<NA>,Semper,en:baby-foods,en:baby-foods,Baby foods,,<na>,en:denmark,<na>,,unknown,
Crispy Rice,<NA>,Semper,,,,,<na>,en:denmark,<na>,,unknown,
Organix finger foods,<NA>,Organix Fingerfoods,,,,,<na>,en:denmark,<na>,,unknown,
Crunch hearts banana & strawberry,<NA>,Goodies,en:snacks,en:snacks,Snacks,,<na>,en:denmark,<na>,,unknown,
Mango Habanero Mayo,<NA>,Johnny’s,,,,,<na>,en:denmark,<na>,,unknown,
Tomat Ketchup,<NA>,"Beauvais, Orkla","en:condiments,en:sauces,en:tomato-sauces,en:ketchup,en:groceries",en:groceries,Groceries,,<na>,en:denmark,<na>,,a,
Tomat Ketchup,<NA>,Beauvais,"en:condiments,en:sauces,en:tomato-sauces,en:ketchup",en:ketchup,Ketchup,,<na>,en:denmark,<na>,,b,
Tomat Ketchup,<NA>,"Beauvais, Orkla","en:condiments,en:sauces,en:tomato-sauces,en:ketchup,en:groceries",en:groceries,Groceries,,<na>,en:denmark,<na>,,b,
Tomat Puré,<NA>,Beauvais,,,,,<na>,en:denmark,<na>,,unknown,
Familie Guf,<NA>,Malaco,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies",en:candies,Candies,en:unknown,<na>,en:denmark,<na>,,d,
Gott&Blandat Favorit Mix,<NA>,Malaco,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:gummi-candies",en:gummi-candies,Gummi candies,,<na>,"en:denmark,en:finland,en:sweden",<na>,,b,
Pipes Sea Salt,<NA>,Skippers,,,,,<na>,en:denmark,<na>,,unknown,
Kick Sea Salt,<NA>,Malaco,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,de:réglisses-salées",de:réglisses-salées,de:réglisses-salées,,<na>,"en:denmark,en:germany,en:norway,en:sweden",<na>,,d,
Original,<NA>,Gott & Blandat,,,,,<na>,en:denmark,<na>,,unknown,
Familie Guf,<NA>,Gott & Blandat,,,,,<na>,en:denmark,<na>,,unknown,
Läkerol Salty Caramel Sockerfri Ahl,<NA>,Cloetta norge as,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies",en:candies,Candies,en:no-gluten,<na>,en:denmark,<na>,,d,
Skipper's piper,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Skippers Pipes,<NA>,Coletta,,,,,<na>,en:denmark,<na>,,unknown,
Karamel Snabler Maxi,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
YUP mix,<NA>,Cloetta Norge AS,,,,en:no-gluten,<na>,en:denmark,<na>,,unknown,
Famieie GUF,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Juliskum,<NA>,Clients,,,,,<na>,en:denmark,<na>,,unknown,
Ahlgrens bilar - Original,<NA>,Cloetta,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:gummi-candies",en:gummi-candies,Gummi candies,,<na>,"en:denmark,en:finland,en:sweden",<na>,,a-plus,
Godt og blandet sure mix,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
malaco,<NA>,malaco,,,,,<na>,en:denmark,<na>,,unknown,
Favoritmix,<NA>,Malarco,,,,,<na>,en:denmark,<na>,,unknown,
Godt & Blandet Original,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Det Salte Mix,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Godt Og Blandet,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Godt & Blandet Original,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Familie Guf,<NA>,Cloetta,,,,,<na>,en:denmark,<na>,,unknown,
Hygge Mix,<NA>,Cloetta,,,,,<na>,en:denmark,<na>,,unknown,
Favorit Mix,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Hygge Mix,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Godt og Blandet,<NA>,Malaci,,,,,<na>,en:denmark,<na>,,unknown,
Gott & Blandat Salt,<NA>,Malaco,,,,"en:vegetarian,en:vegan",<na>,en:denmark,<na>,,unknown,
Center Sea Salt Caramel,<NA>,Cloetta,,,,,<na>,en:denmark,<na>,,unknown,
Gott & Blandat,<NA>,Fizzy Pop & Co,,,,,<na>,en:denmark,<na>,,unknown,
Søde Jordbær & Æbler,<NA>,Malawi,,,,,<na>,en:denmark,<na>,,unknown,
Sour Mushrooms,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Skippers Mini Pipes Sea Salt,<NA>,Skippers,,,,,<na>,en:denmark,<na>,,unknown,
Skippers Pipes,<NA>,Cloetta,,,,,<na>,en:denmark,<na>,,unknown,
Flimmer Mix - Sour,<NA>,Cloetta,,,,,<na>,en:denmark,<na>,,unknown,
Chewit Strawberry,<NA>,Malaco,,,,,<na>,en:denmark,<na>,,unknown,
Dr. Pepper,<NA>,Dr Pepper Snapple Group,"en:beverages,en:carbonated-drinks,en:sodas",en:sodas,Sodas,,<na>,"en:denmark,en:sweden",<na>,,not-applicable,
Torsk medium sitron,<NA>,Findus,,,,,<na>,en:denmark,<na>,,unknown,
Milchschokolade mit Orangengeschmack,<NA>,Marabou,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolates,en:milk-chocolates",en:milk-chocolates,Milk chocolates,en:cocoa-life,<na>,"en:denmark,en:france,en:united-states",<na>,,f,
Marabou milk chocolate,<NA>,"Marabou, Mondelez","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates",en:milk-chocolates,Milk chocolates,"en:cocoa-life,en:green-dot",<na>,"en:denmark,en:germany,en:sweden",<na>,,e,
Sticks,<NA>,Taffel,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",en:crisps,Crisps,,<na>,en:denmark,<na>,,unknown,
